,Site,Technologies,Year,PV Size,Battery Size,Wind Size,Fuel Cell Size,Electrolyser Size,Hydrogen Store Size,LCOE,Renewable Penetration %,Generated Energy Used %,Hydrogen Share %,Hyrdrogen Breakeven Cost,PV Cost,Wind Cost,Battery Cost,Fuel Cell Cost,Electrolyzer Cost,H2 Store,Diesel Cost,PV Energy,Wind Energy,Battery Energy,Hydrogen Energy,Diesel Energy,Curtailed Energy,Total Demand
0,SITE_1,D,2015,0.0,0.0,0.0,0.0,0.0,0.0,58.937272326589145,-5.278763304612269,100.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,57.453446911300894,0.0,0.0,0.0,0.0,30326390.0,0.0,28805800.0
1,SITE_1,S+D,2015,7441.05794537666,0.0,0.0,0.0,0.0,0.0,45.65753734310687,26.556355466015248,92.45295966858934,0.0,10.0,3.829231621742291,0.0,0.0,0.0,0.0,0.0,37.209365751945064,10555858.475008454,0.0,0.0,0.0,21156029.35717058,2173985.343785492,28805800.0
2,SITE_1,B+S+D,2015,7439.144349125372,0.8634211268496126,0.0,0.0,0.0,0.0,45.65682683883996,26.55750907445217,92.46020862930575,0.0,10.0,3.828379179315117,0.0,9.446832136429449e-05,0.0,0.0,0.0,37.20997614619021,10554438.046929836,0.0,656.7574810851896,0.0,21155697.051031455,2171897.2226594426,28805800.0
3,SITE_1,W+B+S+D,2015,6141.418306186772,15254.346622784786,6282.747660012832,0.0,0.0,0.0,30.2284220770471,82.79720869165261,74.1520755280077,0.0,10.0,3.4161913863412567,4.564104241179723,1.8040089678464997,0.0,0.0,0.0,11.049514053955118,8011655.884767812,11834609.309709575,4535998.229655945,0.0,4955401.658699932,7445701.427553157,28805800.0
4,SITE_1,W+B+S+D,2020,8143.415825241941,19736.628944596814,5317.675095188602,0.0,0.0,0.0,26.684216854376828,86.54756927170037,77.7621749681807,0.0,10.0,4.5388615886474755,3.870744898811154,2.3387557665966927,0.0,0.0,0.0,9.230373360153415,9401978.63582224,10355529.04284467,5646580.117150332,0.0,3875080.2907325365,6405783.403015803,28805800.0
5,SITE_1,W+B+S+D,2025,10769.079312238733,29529.08073492059,4934.377902743907,0.0,0.0,0.0,23.105115170366226,92.98344145104124,73.66107361614951,0.0,10.0,6.034110583890621,3.610767463161757,3.517678822213799,0.0,0.0,0.0,5.87489810883155,10347844.452305479,9533726.181161225,7222148.7217877405,0.0,2021175.8224959613,7587138.456279204,28805800.0
6,SITE_1,W+B+S+D,2030,10756.49657741675,31347.727157275232,5155.74811563922,0.0,0.0,0.0,20.53567086838285,93.83835825985807,71.99294170164038,0.0,10.0,6.036657444632109,3.778764303918333,3.7402731039998027,0.0,0.0,0.0,5.432477724607283,10292606.872788174,9781393.120976234,7229681.662749236,0.0,1774910.1963818048,8067657.199308875,28805800.0
